SAMPLE_NAME;ROCK1;SIO2_pct;TIO2_pct;AL2O3_pct;FEOT_pct;CAO_pct;MGO_pct;MNO_pct;K2O_pct;NA2O_pct;P2O5_pct
S00001;KOMATIITE;45.07;0.45;8.98;10.77;9.19;22.41;0.22;0.03;0.4;0.06
S00002;KOMATIITE;47.99;0.29;5.96;7.82;6.55;28.71;0.13;0.01;0.25;0.05
S00003;KOMATIITE;45.35;0.3;6.18;9.21;5.83;30.32;0.18;0.01;0.19;0.04
S00004;KOMATIITE;46.08;0.27;5.12;8.6;4.74;32.45;0.18;0.01;0.16;0.03
S00005;ANDESITE;58.6;1.61;12.83;11.53;6.52;4.87;0.2;0.16;2.51;0.16
S00006;THOLEIITE;49.9;1.18;15.28;9.83;10.1;7.77;0.24;1.12;3.16;0.1
S00007;THOLEIITE;50.8;1.23;15.8;12.76;8.14;7.95;0.21;0.04;1.28;0.08
S00008;THOLEIITE;56.6;0.89;17.41;6.45;12.3;4.2;0.14;0.25;1.6;0.06
S00009;THOLEIITE;56.4;0.99;14.74;8.4;13.2;2.75;0.16;0.07;1.65;0.16
S00010;ANDESITE;57.3;1.82;12.33;12.73;5.68;4.1;0.2;0.2;3.73;0.19
S00011;ANDESITE;55;1.32;13.8;11.82;7.66;6.05;0.2;0.22;3.1;0.13
S00012;ANDESITE;57.5;1.18;12.8;11.82;10.7;6.11;0.24;0.11;1.48;0.13
S00013;ANDESITE;57.5;1.64;12.89;11.84;7.87;3.41;0.22;0.49;1.89;0.17
S00014;ANDESITE;55.5;1.7;13.15;14.58;6.17;3.57;0.26;0.51;2.37;0.2
S00015;ANDESITE;63.7;1.78;11.69;14.23;0.21;8.34;0.15;0.06;0.03;0.19
S00016;ANDESITE;59.2;2.06;13.9;8.9;8.53;2.41;0.18;0.59;3.54;0.33
S00017;ANDESITE;54.6;1.8;16.22;15.21;0.3;8.47;0.17;1.2;0.21;0.23
S00018;GABBRO;51.2;0.43;16.6;8.6;11.88;9.38;0.17;0.05;1.18;0.03
S00019;GABBRO;55;0.24;21.38;5.66;10.24;4.89;0.1;0.1;2.33;0.04
S00020;ANDESITE;55.67;0.84;16.18;6.11;7.93;5.78;0.13;0.56;3.18;0.2
S00021;ANDESITE;62.6;0.94;14.98;7.39;2.89;3.33;0.09;0.52;5.5;0.22
S00022;ANDESITE;58.69;0.87;14.62;7.32;5.79;3.19;0.12;0.7;4.01;0.22
S00023;ANDESITE;59.41;0.72;11.85;5.93;6.48;1.41;0.11;2.82;1.79;0.18
S00024;DACITE;65.15;0.6;13.57;4.88;2.13;1.63;0.08;0.92;5.37;0.18
S00025;RHYOLITE;74.62;0.9;18.05;1.46;0.29;0.32;0.03;0.16;0.21;0.24
S00026;RHYOLITE;76.53;0.23;9.65;3.4;2.51;1.18;0.12;1.6;1.09;0.04
S00027;RHYOLITE;75.7;0.24;11.68;2.99;0.46;0.48;0.03;1.38;5.11;0.06
S00028;RHYOLITE;75.74;0.17;13.06;1.27;0.12;0.48;0.02;7.12;0.17;0.06
S00029;RHYOLITE;75.23;0.17;10.65;1.12;4.11;0.28;0.05;2.16;2.63;0.04
S00030;RHYOLITE;76.38;0.14;10.86;2.11;0.42;0.64;0.04;7.28;0.3;0.04
S00031;RHYOLITE;71.11;0.06;11.7;1.58;4;0.64;0.08;2.88;3.6;0.06
S00032;RHYOLITE;75.03;0.04;11.78;1.03;2.53;0.45;0.03;1.86;3.41;0.06
S00033;RHYOLITE;75.42;0.06;12.98;1.16;0.23;0.31;0.01;4.66;2.62;0.04
S00034;RHYOLITE;76.12;0.26;12.67;2.19;0.1;0.2;0.03;2.12;3.56;0.08
S00035;RHYOLITE;72.54;0.25;12.81;2.12;2.62;1.28;0.05;2.7;2.06;0.08
S00036;ANDESITE;55.42;0.67;13.72;5.47;6.41;2.77;0.09;2.02;2.47;0.16
S00037;ANDESITE;60.57;0.62;14.06;5.07;4.78;2.71;0.1;1.6;1.82;0.16
S00038;DACITE;67.32;0.64;15.14;4.89;2.11;1.36;0.07;1.26;4;0.2
S00039;RHYOLITE;76;0.23;10.01;3.21;1.42;0.92;0.11;2.26;0.67;0.06
S00040;GABBRO;50.2;1.17;17.02;12.47;8.73;4.7;0.14;1.47;3.81;0.25
S00041;GABBRO;53.1;0.282;12.86;6.76;1.4;12.6;0.15;1.16;1.41;0.05
S00042;GABBRO;54.4;1.08;18;7.46;7.39;6.48;0.12;0.5;4.38;0.11
S00043;KOMATIITE;44;0.158;3.05;8.28;0.1;43.6;0.15;0;0.06;0
S00044;KOMATIITE;49.5;0.274;5.14;10.5;8.8;25.2;0.14;0;0;0.02
S00045;KOMATIITE;44.2;0.236;4.83;11.5;2.83;35.5;0.17;0;0;0.02
S00046;KOMATIITE;45.9;0.373;6.98;12.2;7.22;26.5;0.15;0.01;0.06;0.03
S00047;KOMATIITE;45.1;0.264;5.63;11.2;4.43;32.6;0.18;0.03;0;0.02
S00048;KOMATIITE;45.5;0.353;7.23;12;6.72;27.1;0.19;0.07;0.21;0.04
S00049;KOMATIITE;53.7;0.647;13.1;10.4;6.38;12;0.15;0.01;3.3;0.09
S00050;KOMATIITE;52.5;0.524;10.6;10.3;7.86;15.8;0.16;0.01;2;0.06
S00051;KOMATIITE;49.5;0.274;5.14;10.5;8.8;25.2;0.14;0;0;0.02
S00052;KOMATIITE;45.7;0.294;6.15;11.2;5.46;30.5;0.16;0.03;0;0.05
S00053;KOMATIITE;45.2;0.419;8.43;12.7;7.73;24.3;0.21;0.01;0.37;0.06
S00054;KOMATIITE;45.3;0.374;7.52;12.1;7.65;25.9;0.2;0;0.27;0.04
S00055;KOMATIITE;44.6;0.396;8.27;12.9;6.43;26.4;0.2;0;0.13;0.04
S00056;KOMATIITE;54.2;0.528;11.2;9.79;6.07;14.2;0.14;0.01;3.35;0.08
S00057;KOMATIITE;45.07;0.47;8.79;10.99;5.69;27.3;0.2;0.03;0;0.03
S00058;KOMATIITE;47.35;0.38;7.32;9.28;6.26;27.91;0.19;0.03;0;0.02
S00059;KOMATIITE;47.28;0.41;7.35;11.35;2.37;29.58;0.14;0;0;0.03
S00060;KOMATIITE;42.93;0.52;9.71;12.08;4.73;28;0.21;0.01;0;0.03
S00061;KOMATIITE;46.45;0.46;7.76;11.03;3.99;28.55;0.18;0.01;0;0.03
S00062;KOMATIITE;54.08;0.26;3.65;7.76;3.39;29.77;0.1;0;0;0.02
S00063;KOMATIITE;50.69;0.19;3.97;7.84;6.15;29.81;0.1;0;0;0.02
S00064;KOMATIITE;46.28;0.18;3.39;7.34;5.61;35.72;0.12;0;0;0.02
S00065;KOMATIITE;46.23;0.16;2.95;6.33;8.86;34;0.14;0;0;0.01
S00066;KOMATIITE;45.73;0.14;2.46;5.55;12.73;31.8;0.16;0;0;0.01
S00067;KOMATIITE;49.55;0.29;6.9;9.18;5.28;27.44;0.17;0.02;0;0.02
S00068;KOMATIITE;48.75;0.42;7.78;10.21;2.92;28.48;0.14;0.02;0;0.03
S00069;KOMATIITE;45.55;0.42;8.59;10.35;6.21;27.19;0.19;0.01;0;0.02
S00070;KOMATIITE;45.1;0.42;8.25;10.26;7.72;26.39;0.19;0.01;0;0.03
S00071;KOMATIITE;44.44;0.43;8.93;10.82;7.04;26.6;0.19;0.01;0;0.03
S00072;KOMATIITE;54.25;0.2;3.91;7.36;3.01;30.24;0.08;0;0;0.02
S00073;KOMATIITE;47.92;0.17;3.09;6.49;8.92;31.86;0.13;0;0;0.01
S00074;THOLEIITE;51.08;1.21;14.57;12.61;0.01;5.38;0.21;0.24;2.09;0.09
S00075;KOMATIITE;32.3;0.15;3.12;;3.25;26.09;0.2;0.02;0.04;0
S00076;KOMATIITE;41.75;0.26;5.17;;4.43;31.56;0.22;0.07;0.03;0
S00077;KOMATIITE;43.68;0.23;4.63;;4.6;33.94;0.22;0.09;0.03;0
S00078;KOMATIITE;40.98;0.34;7.34;;8.34;20.7;0.16;0.04;0.11;0.07
S00079;KOMATIITE;44.01;0.36;8.04;;8.86;23.1;0.23;0.05;0.03;0.03
S00080;KOMATIITE;44.87;0.31;6.02;;5.53;30.08;0.19;0.03;0.03;0.01
S00081;KOMATIITE;45.55;0.42;8.07;;7.63;26.1;0.19;0.04;0.04;0.03
S00082;KOMATIITE;43.61;0.24;4.57;;3.59;35.4;0.17;0.05;0.05;0.02
S00083;KOMATIITE;44.01;0.27;5.2;;3.25;35.69;0.25;0.07;0.1;0.01
S00084;KOMATIITE;45.65;0.26;5.09;;3.6;35.48;0.19;0.11;0.06;0.02
S00085;KOMATIITE;45.26;0.28;5.86;;3.81;33.94;0.24;0.06;0.11;0
S00086;KOMATIITE;45.67;0.35;7.01;;6.92;28.93;0.2;0.04;0.04;0.03
S00087;KOMATIITE;45.65;0.3;6.19;;5.32;31.58;0.24;0.08;0.11;0.02
S00088;KOMATIITE;45.31;0.29;5.53;;3.29;35.16;0.26;0.08;0.05;0.02
S00089;KOMATIITE;44.3;0.42;8.79;;11.09;23.95;0.24;0.05;0.05;0.03
S00090;KOMATIITE;44.13;0.39;7.85;;9.49;27;0.2;0.08;0.06;0
S00091;KOMATIITE;44.96;0.44;8.54;;8.17;25.81;0.16;0.05;0.03;0.04
S00092;KOMATIITE;46.5;0.37;7.48;;4.1;30.32;0.09;0.06;0.06;0.04
S00093;KOMATIITE;45.11;0.16;2.98;;3.47;37.58;0.14;0.07;0.02;0.02
S00094;KOMATIITE;43.64;0.15;2.91;;3.03;38.43;0.15;0.05;0.02;0.02
S00095;KOMATIITE;46.39;0.47;8.39;;7.93;24.49;0.17;0.06;0.17;0.03
S00096;KOMATIITE;48.79;0.36;6.85;;7.05;26.23;0.17;0.04;0.08;0
S00097;KOMATIITE;47.22;0.48;8.96;;8.42;22.46;0.16;1.15;0.03;0.02
S00098;KOMATIITE;46.59;0.45;8.13;;8.19;25.1;0.19;0.04;0.04;0.04
S00099;KOMATIITE;48.31;0.34;6.46;;9.08;25.08;0.16;0.03;0.1;0.04
S00100;KOMATIITE;48.03;0.37;6.6;;9.59;24.42;0.19;0.04;0.1;0.04
S00101;KOMATIITE;47.6;0.42;8.18;;7.42;24.44;0.17;0.15;0.24;0.06
S00102;KOMATIITE;43.13;0.12;2.4;;0.5;43.36;0.09;0.02;0.02;0.02
S00103;KOMATIITE;45.4;0.13;2.69;;0.43;40.91;0.13;0.01;0.02;0
S00104;KOMATIITE;47.08;0.41;8.47;;8.9;22.42;0.25;0.06;0.02;0.04
S00105;KOMATIITE;47.32;0.41;8.65;;8.18;23.29;0.19;0.04;0.18;0.06
S00106;KOMATIITE;51.03;0.33;6.67;;3.99;26.76;0.16;0.02;0.02;0.01
S00107;KOMATIITE;46.07;0.43;9.36;;6.1;24.62;0.17;0.05;0.05;0.03
S00108;KOMATIITE;42.31;0.22;4.82;;0.13;40.76;0.1;0.02;0.05;0.09
S00109;KOMATIITE;45.8;0.16;3.33;;1.06;41.21;0.09;0.02;0.03;0
S00110;KOMATIITE;44.02;0.19;3.46;;1.42;41.73;0.13;0.02;0.15;0
S00111;KOMATIITE;43.28;0.15;2.85;;0.2;44.82;0.26;0.06;0.93;0
S00112;KOMATIITE;43.3;0.15;3.11;;0.96;43.67;0.13;0.01;0.02;0
S00113;KOMATIITE;48.02;0.37;7.98;;6.81;25.68;0.2;0.06;0.02;0.02
S00114;KOMATIITE;43.98;0.36;4.47;;0.47;40.4;0.09;0.02;0.02;0.02
S00115;KOMATIITE;47.79;0.45;9.44;;9.14;20.28;0.23;0.19;0.47;0.02
S00116;KOMATIITE;44.2;0.22;4.86;;2.61;37.25;0.19;0.01;0.04;0.01
S00117;ANDESITE;53.9;0.87;17.42;6.65;11.8;4.6;0.16;0.45;3.34;0.07
S00118;BASALT;50.8;1.33;15.94;12.1;9.42;6.8;0.2;0.14;1.77;0.15
S00119;ANDESITE;54.3;1.24;13.56;11.38;7.98;6.3;0.22;0.04;3.58;0.13
S00120;ANDESITE;55.4;1.13;13.47;10.64;9.59;5.52;0.21;0.09;2.64;0.13
S00121;ANDESITE;54.5;1.23;13.05;11.88;9.26;5.74;0.2;0.03;2.66;0.13
S00122;ANDESITE;54.8;1.18;13.21;11.74;7.66;5.95;0.24;0.22;3.56;0.13
S00123;ANDESITE;59.8;1.91;13.92;11.88;0.41;9.49;0.08;0.91;0.08;0.2
S00124;ANDESITE;55.4;1.96;12.84;13.41;7.9;3.6;0.21;0.51;2.7;0.18
S00125;ANDESITE;55.7;1.8;13.28;13.68;7.1;3.81;0.23;0.39;2.3;0.19
S00126;ANDESITE;62.6;0.82;13.72;7.18;5.85;3.8;0.13;1.12;3.75;0.23
S00127;ANDESITE;55.9;0.77;17.19;7.01;8.13;5.78;0.12;0.77;3.4;0.15
S00128;ANDESITE;58.7;0.9;17.36;5.55;5.32;5.28;0.13;0.42;5.54;0.18
S00129;ANDESITE;62.1;0.64;16.09;5.23;4.66;4.73;0.19;0.38;5.26;0.14
S00130;ANDESITE;59.2;0.76;14.33;6.63;6.72;6.69;0.11;0.77;3.89;0.16
S00131;ANDESITE;57.2;0.78;15.57;7.45;8.29;6.43;0.13;0.18;2.96;0.18
S00132;BASALT;48.4;1.15;16.78;11.14;8.32;9.03;0.19;1.68;1.82;0.25
S00133;KOMATIITE;45.43;0.19;3.7;7.47;1.66;40.2;0.14;0.01;0;0.01
S00134;KOMATIITE;45.64;0.31;6.41;9.83;5.7;29.86;0.18;0.08;0.27;0.02
S00135;KOMATIITE;44.63;0.16;3.69;8.25;1.39;39.83;0.17;0;0;0.01
S00136;BASALT;47.73;0.59;11.26;10.57;17.04;11.62;0.19;0.01;0.09;0.04
S00137;KOMATIITE;43.77;0.25;5.17;11.91;5.4;31.37;0.22;0.02;0.11;0.02
S00138;KOMATIITE;45.47;0.32;6.44;10.01;5.99;30.16;0.16;0.06;0.24;0.02
S00139;RHYOLITE;71.82;0.29;12.09;3.42;2.19;0.97;0.07;0.78;3.65;0.07
S00140;RHYOLITE;70.47;0.22;13.01;2.87;2.57;0.82;0.1;1.29;3.17;0.05
S00141;RHYOLITE;74.03;0.22;11.94;2.69;1.44;0.81;0.07;1.45;3.15;0.04
S00142;RHYOLITE;76.15;0.16;11.65;2.11;1.43;0.63;0.07;0.71;3.85;0.03
S00143;RHYOLITE;73.79;0.21;11.65;2.15;2.37;0.57;0.05;0.82;3.6;0.05
S00144;RHYOLITE;76.57;0.21;11.16;2.34;2.03;0.39;0.04;0.46;4.59;0.03
S00145;RHYOLITE;72.01;0.25;12.41;2.78;2.52;0.49;0.06;1.23;3.79;0.05
S00146;RHYOLITE;72.75;0.28;12.84;2.3;1.89;0.56;0.03;1.72;3.22;0.06
S00147;RHYOLITE;74.38;0.28;11.44;2.92;2.64;0.52;0.09;0.5;3.93;0.07
S00148;RHYOLITE;73.8;0.23;11.86;2.22;1.43;0.52;0.06;1.11;4.3;0.04
S00149;RHYOLITE;74.7;0.24;12.25;2.73;1.08;0.49;0.05;0.81;4.84;0.04
S00150;RHYOLITE;72.72;0.22;11.56;2.8;2.91;0.69;0.07;0.94;3.36;0.04
S00151;BASALT;49.02;0.66;9.79;11.21;10.8;15.33;;0.21;1.12;
S00152;KOMATIITE;50.75;0.68;11.28;11.23;8.45;13.94;;0.16;1.67;
S00153;KOMATIITE;52.57;0.81;13.96;10.82;9.75;7.5;;0.75;2.24;
S00154;KOMATIITE;51.18;0.79;12.7;11.36;9.23;10.2;;0.15;2.74;
S00155;THOLEIITE;48.2;1.09;14.3;11.7;9.36;7.72;0.21;0.07;2.2;0.09
S00156;KOMATIITE;42.59;0.16;3.28;13.32;3.82;35.93;0.25;0.01;0.02;0
S00157;THOLEIITE;50.12;0.31;1.67;8.36;16.7;22.04;0.21;0;0.07;0
S00158;KOMATIITE;43.1;0.34;7.3;10.08;1.67;26.48;0.13;0.01;0;0.03
S00159;KOMATIITE;39.3;0.37;7.1;10.8;10;20.53;0.27;0.02;0.1;0.03
S00160;BASALT;49.9;0.84;8;11.97;10.16;13.28;0.22;0.04;0.9;0.08
S00161;BASALT;47.9;0.62;10.8;10.08;9.42;13;0.18;0.03;2.4;0.06
S00162;BASALT;49.2;0.98;9;12.51;11.5;11.5;0.22;0.01;0.9;0.08
S00163;BASALT;53.4;1.04;9.9;11.43;9.6;8.39;0.21;0.03;2.1;0.09
S00164;DACITE;65.2;0.73;15.9;4.5;2.92;1.65;0.06;1.57;4.9;0.15
S00165;DACITE;66.3;0.48;16.2;3.51;2.78;1.21;0.04;0.27;6.6;0.12
S00166;RHYOLITE;67.6;0.57;12.8;6.12;4.14;0.38;0.2;0.91;3.7;0.16
S00167;RHYOLITE;68.5;0.66;14.4;5.4;2.88;0.36;0.11;0.09;5.7;0.19
S00168;BASALT;57.8;1.2;16.6;4.86;9.61;3.06;0.1;0.03;2.7;0.14
S00169;KOMATIITE;40.4;0.25;5.1;6.12;6.44;30.3;0.17;0.01;0;0.02
S00170;BASALT;50.2;1.5;17.9;8.55;9.55;3.03;0.13;0.15;5;0.14
S00171;BASALT;49.5;1.32;17.4;7.29;13.2;3.66;0.15;0.09;3.6;0.13
S00172;GABBRO;47.9;1.32;12.2;13.41;7.39;4.85;0.2;0.13;3;0.13
S00173;BASALT;53.2;0.32;18.6;6.03;8.29;5.71;0.16;0.11;1.8;0.04
S00174;BASALT;47.8;0.3;17;9.9;6.08;9.29;0.32;0.08;1.9;0.03
S00175;ANDESITE;62.9;0.96;14.1;9.09;2.1;2.61;0.2;0.19;3.95;0.29
S00176;ANDESITE;73.7;0.52;12.2;2.87;3.18;0.91;0.07;0.16;4.61;0.13
S00177;ANDESITE;67.9;0.88;14.2;4.35;2.48;1.88;0.11;0.12;5.64;0.24
S00178;ANDESITE;76;0.78;12.9;0.53;1.92;0.1;0.01;0.15;6.7;0.25
S00179;ANDESITE;67.8;0.78;12.7;6.94;0.85;2.92;0.12;0.29;4.02;0.21
S00180;ANDESITE;76.4;0.54;10.2;4;0.55;2.49;0.05;1.85;0.16;0.15
S00181;ANDESITE;52.7;0.96;15.1;16.47;2.37;3.97;0.33;0.19;1.87;0.23
S00182;ANDESITE;61.4;1.02;12.2;13.23;0.65;4.78;0.16;0.83;0.19;0.13
S00183;ANDESITE;65.8;0.91;13.68;6.78;1.67;3.2;0.11;1.11;3.83;0.25
S00184;ANDESITE;64.5;0.92;13.97;7.22;1.98;2.64;0.21;0.36;5.23;0.27
S00185;ANDESITE;58.32;1.36;15.88;9.42;1.61;3.67;0.3;0.76;4.09;0.34
S00186;ANDESITE;62.36;1.28;14.25;8.16;1.81;3.69;0.2;0.93;4.29;0.34
S00187;ANDESITE;58.93;1.32;14.88;10.27;2.56;3.7;0.2;0.36;4.73;0.45
S00188;KOMATIITE;45.2;0.409;8.52;11.97;9.05;22.6;0.22;0.04;0.05;0.02
S00189;KOMATIITE;45.3;0.401;8.34;11.25;8.87;23.7;0.21;0.03;0.05;0.02
S00190;KOMATIITE;45.6;0.447;9.13;11.16;10.8;20.7;0.25;0.03;0.1;0.02
S00191;KOMATIITE;45.9;0.361;7.34;10.89;7.71;25.8;0.18;0.02;0.01;0.02
S00192;KOMATIITE;45.7;0.35;7.31;11.25;5.91;27.1;0.2;0.08;0.29;0.02
S00193;KOMATIITE;44.5;0.26;5.21;9.9;4.28;33.9;0.16;0.07;0.15;0.01
S00194;KOMATIITE;44.3;0.2;4.24;9.54;1.86;37.9;0.13;0.04;0.08;0.01
S00195;KOMATIITE;44;0.178;3.68;9;1.6;39.7;0.12;0.02;0.06;0.01
S00196;KOMATIITE;43.9;0.225;4.57;9.09;3.89;36.4;0.16;0.04;0.1;0.01
S00197;KOMATIITE;44.4;0.236;4.88;9.45;3.65;35.4;0.15;0.04;0.14;0.01
S00198;KOMATIITE;45.9;0.361;7.45;10.71;6.94;26.7;0.16;0.03;0.07;0.02
S00199;KOMATIITE;45.5;0.41;8.27;10.89;8.28;24.1;0.19;0.07;0.49;0.02
S00200;KOMATIITE;45.5;0.411;8.27;10.89;8.28;24.3;0.18;0.07;0.37;0.02
S00201;KOMATIITE;45.5;0.401;8.26;10.89;8.3;24.3;0.19;0.07;0.38;0.02
S00202;KOMATIITE;45.6;0.409;8.38;11.16;8.52;23.5;0.18;0.07;0.45;0.02
S00203;KOMATIITE;45.8;0.41;8.24;10.89;8.51;23.7;0.18;0.11;0.42;0.02
S00204;KOMATIITE;44.3;0.271;5.61;10.35;5.02;31.9;0.18;0.19;0.41;0.02
S00205;KOMATIITE;45.6;0.318;6.47;10.26;6.05;28.8;0.17;0.21;0.41;0.02
S00206;KOMATIITE;45;0.317;6.28;9.9;5.74;30.3;0.17;0.23;0.37;0.02
S00207;KOMATIITE;44.6;0.286;5.71;9.63;4.91;32.6;0.15;0.17;0.23;0.01
S00208;KOMATIITE;44.8;0.278;5.71;9.81;4.84;32.4;0.15;0.14;0.24;0.01
S00209;KOMATIITE;45.3;0.32;6.42;9.9;5.76;30;0.16;0.22;0.32;0.02
S00210;KOMATIITE;45.3;0.328;6.66;10.17;5.86;29.2;0.16;0.3;0.3;0.02
S00211;KOMATIITE;45.4;0.351;7.07;10.89;6.51;27.5;0.17;0.13;0.32;0.02
S00212;KOMATIITE;48.2;0.22;12.78;9.96;10.12;11;0.17;0.04;2.21;
S00213;KOMATIITE;44.4;0.48;8.75;9.75;7.78;20.2;0.19;0.04;1.04;
S00214;KOMATIITE;45.4;0.42;8.71;9.5;8.12;20.7;0.18;0.1;1;
S00215;KOMATIITE;42.2;0.3;8.27;10.18;5.77;25.3;0.18;0.09;0.47;
S00216;KOMATIITE;43.5;0.32;7.38;10.15;7.13;25.3;0.2;0.06;0.84;
S00217;KOMATIITE;42.9;0.23;7.82;9.86;7.46;23.2;0.18;0.08;0.82;
S00218;KOMATIITE;43.4;0.82;8.11;10.18;7.32;22;0.19;0.18;0.82;
S00219;KOMATIITE;44.5;0.32;6.86;9.54;6.31;25.4;0.18;0.21;0.27;
S00220;KOMATIITE;43.7;0.3;6.58;9.16;6.03;26.7;0.16;0.1;0.21;
S00221;KOMATIITE;41.8;0.39;4.45;7.7;3.88;31.6;0.14;0.03;0.3;
S00222;KOMATIITE;41.4;0.24;4.34;8.24;3.72;31.2;0.17;0.02;0.22;
S00223;KOMATIITE;43.3;0.39;7.08;9.68;6.81;23.6;0.18;0.13;0.5;
S00224;KOMATIITE;43.1;0.39;6.98;9.21;6.77;25.1;0.18;0.17;0.28;
S00225;KOMATIITE;43;0.44;8.74;10.22;9.91;19.7;0.2;0.03;0.45;
S00226;BASALT;53.78;1.3;12.6;12.99;8.01;6.26;0.17;0.11;2.3;0.1
S00227;BASALT;49.12;1.22;13.49;12.52;13.18;5.73;0.25;0.13;2.38;0.08
S00228;BASALT;50.05;2.04;13.56;16.05;7.68;5.49;0.2;0.27;2.27;0.27
S00229;BASALT;49.61;2.12;15.45;15;6.64;4.89;0.18;0.33;4.09;0.39
S00230;BASALT;49.29;0.79;14.48;11.16;11.57;9.13;0.21;0.32;1.74;0.07
S00231;BASALT;57.73;0.8;12.7;9.75;7.43;6.44;0.18;0.15;3.64;0.09
S00232;BASALT;51.06;0.84;16.45;10.51;12.63;4.47;0.24;0.49;2.06;0.07
S00233;BASALT;50.18;1.54;13.91;14.24;10.48;3.85;0.3;0.05;3.72;0.13
S00234;BASALT;51.35;2.09;13.49;16.43;5.66;4.33;0.24;0.04;4.35;0.21
S00235;BASALT;48.75;2.04;13.55;15.49;11.1;3.91;0.38;0.18;2.68;0.21
S00236;BASALT;51.92;2.11;13.89;16.45;6.12;4.02;0.28;0.18;2.98;0.21
S00237;BASALT;53.09;1.05;14.28;10.81;10.24;6.47;0.22;0.05;2.52;0.08
S00238;BASALT;51.03;1.04;15.95;12.55;9.68;5.5;0.23;0.04;2.48;0.1
S00239;BASALT;51.06;1.91;13.91;14.66;7.49;5.73;0.24;0.08;3.14;0.15
S00240;BASALT;49.5;1.7;14.1;15.5;8.82;5.72;0.25;0.29;2.25;0.14
S00241;BASALT;55.74;2.44;11.86;13.04;8.2;3.08;0.22;0.08;3.45;0.44
S00242;BASALT;49.84;0.81;14.68;11.55;11.21;7.98;0.18;0.2;2.2;0.06
S00243;BASALT;48.87;0.7;14.99;11.64;11.4;8.03;0.2;0.16;2.66;0.05
S00244;BASALT;50.12;1.14;16.02;9.98;11.61;6.41;0.32;0.51;2.68;0.1
S00245;BASALT;48.45;1.2;15.44;12.26;10.3;7.72;0.2;0.17;2.8;0.09
S00246;BASALT;49.01;0.94;16.4;11.86;10.77;6.96;0.2;0.36;2.09;0.07
S00247;BASALT;48.89;1.03;15.24;12.8;10.33;7.33;0.21;0.06;2.61;0.08
S00248;BASALT;49.59;0.92;14.42;12.98;11.96;7.03;0.26;0.12;1.22;0.07
S00249;BASALT;48.7;0.8;16.4;11.25;11.8;7.5;0.2;0.1;2;0.06
S00250;BASALT;54.6;2.3;12.5;13.95;7.4;4.3;0.2;0.26;2.8;0.3
S00251;BASALT;49.5;0.8;15.5;10.8;11.6;8.3;0.2;0.06;2;0.06
S00252;BASALT;48.3;0.7;12.4;8.01;8.3;8.6;0.2;0.2;2.7;0.2
S00253;BASALT;51.6;2.3;12.1;14.85;5.2;3.1;0.1;2.4;2.3;0.5
S00254;BASALT;50.4;0.7;12.7;9.18;9;8.6;0.2;1.2;2.3;0.4
S00255;BASALT;50.7;1;15.6;9.72;8.8;8.2;0.2;1;3.5;0.3
S00256;BASALT;54.5;0.6;13.8;7.92;11.1;7.5;0.2;1;2.2;0.3
S00257;ANDESITE;57.8;1.1;13.9;11.07;5.6;2;0.2;1.3;2.6;0.5
S00258;ANDESITE;58.1;1;17.9;3.87;5.6;1.1;0.2;2;4.9;0.4
S00259;ANDESITE;62;0.6;16.2;5.4;2.8;3.5;0.1;1.3;4.2;0.3
S00260;ANDESITE;63;0.6;17;5.04;2.8;3.2;0.1;2.3;3.8;0.1
S00261;ANDESITE;61.2;0.5;16.3;5.22;9;2.5;0.1;0.4;4;0.1
S00262;BASALT;51.9;0.86;16.62;9.32;11.69;5.47;0.14;0.15;2.74;0.06
S00263;ANDESITE;57.1;1.09;14.1;13.23;6.1;2.5;0.2;0.3;3.7;0.17
S00264;ANDESITE;57.2;0.82;15.6;6.48;7.5;5.9;0.11;0.6;4.7;0.45
S00265;ANDESITE;55.1;1.84;12.3;12.96;5.4;4.9;0.25;0.9;3.5;0.88
S00266;KOMATIITE;47.27;0.35;7.95;10.71;7.18;24.9;0.2;0.01;0.22;0.02
S00267;KOMATIITE;50.42;0.35;6.56;10.08;7.1;23.9;0.2;0.07;0.25;0.03
S00268;KOMATIITE;46.1;0.38;7.43;10.89;7.26;21.9;0.18;0.02;0.09;0.03
S00269;KOMATIITE;41.5;0.48;9.6;12.15;6.3;21.9;0.25;0.04;0.32;0.03
S00270;BASALT;49.11;0.6;10.55;12.51;8.17;16.3;0.22;0.08;1.01;0.05
S00271;BASALT;51.08;0.82;10.73;11.52;9.01;14.3;0.2;0.13;0.87;0.08
S00272;BASALT;51.41;0.6;11.38;10.53;8.86;13.3;0.19;0.54;1.95;0.04
S00273;BASALT;47.08;0.87;10.8;14.22;8.17;15.4;0.23;0.63;0.95;0.09
S00274;BASALT;48.1;0.63;11.3;10.98;11;9.57;0.2;0.1;1.79;0.05
S00275;BASALT;49.2;1.01;14;11.79;11.3;7.59;0.24;0.48;1.28;0.12
S00276;BASALT;49.53;1.11;14.77;12.92;10.36;6.67;0.24;0.52;2.38;0.08
S00277;BASALT;51.06;1.2;13.82;13.83;9.32;6.04;0.23;0.52;2.34;0.1
S00278;BASALT;50;0.88;15.7;9.63;11.4;4.03;0.25;0.16;2.67;0.07
S00279;BASALT;50.21;1.27;14.28;13.82;11.47;5.42;0.21;0.03;1.64;0.11
