SAMPLE_NAME;ROCK1;SIO2_pct;TIO2_pct;AL2O3_pct;FEOT_pct;CAO_pct;MGO_pct;MNO_pct;K2O_pct;NA2O_pct;P2O5_pct
S01797;DACITE;66.96;1.258;13.85;6.72;0.71;2.4;0.069;0.997;2.69;0.11
S01798;DACITE;38.03;1.502;17.16;19.31;4.46;6.56;0.242;0.561;0.31;0.14
S01799;DACITE;57.85;1.448;11.95;11.85;3.81;1.76;0.198;0.008;4.85;0.52
S01802;DACITE;60.63;0.69;17.19;5;6.71;2.68;0.09;1.47;2.36;0.19
S01803;ANDESITE;60.52;1.85;12.5;;5.07;3.22;0.12;0.91;3.92;0.2
S01804;ANDESITE;53.63;1.9;13.29;;7.34;4.52;0.22;0.02;2.42;0.17
S01805;ANDESITE;61.03;0.99;13.02;;4.48;6.88;0.18;1.11;1.02;0.22
S01806;ANDESITE;58.9;1.37;11.82;;6.36;2.25;0.34;0.97;2.87;0.47
S01807;ANDESITE;57.85;1.03;13.19;;5.3;2.68;0.14;0.74;4.01;0.24
S01808;ANDESITE;53.3;1.6;12.33;;7.75;2.04;0.41;0.88;2.57;0.43
S01809;ANDESITE;56.38;1.86;14;;4.17;1.64;0.3;1.99;2.62;0.47
S01810;ANDESITE;60.95;1.09;13.38;;2.51;2.62;0.16;0.48;5.19;0.23
S01811;RHYOLITE;76.08;0.26;11.02;;0.96;0.86;0.09;1.32;3.72;0.04
S01812;RHYOLITE;78.56;0.22;10.03;;0.42;1.88;0.02;0.88;3.53;0.03
S01813;RHYOLITE;75.87;0.18;8.18;;2.5;2.53;0.11;1.41;1.78;0.03
S01814;RHYOLITE;73.71;0.24;10.93;;1.16;2.56;0.06;0.25;4.67;0.03
S01815;RHYOLITE;89.17;0.13;6.11;;0.41;0.3;0.04;1.86;0.08;0.03
S01816;RHYOLITE;81.27;0.19;9.07;;0.82;1.84;0.04;2.15;0.3;0.03
S01817;RHYOLITE;73.11;0.34;11.17;;1.6;2.62;0.1;3.19;0.03;0.05
S01818;GABBRO;49.98;1.29;13.56;;8.68;6.57;0.24;0.2;3.2;0.09
S01819;GABBRO;50.19;1.34;13.74;;5.56;8.13;0.14;0.07;3.78;0.12
S01820;GABBRO;43.85;1.17;13.64;;10.17;4.72;0.21;0.92;2.33;0.11
S01821;GABBRO;48.73;1.34;14.44;;6.4;6.86;0.27;2.62;2.85;0.12
S01822;GABBRO;50.82;1.33;13.65;;10.07;4.72;0.25;0.04;1.4;0.13
S01823;GABBRO;50.97;1.43;14.72;;6.66;6.28;0.27;0.69;3.9;0.13
S01824;GABBRO;44.25;1.05;14.72;;7.36;6.3;0.17;0.26;3.74;0.08
S01825;GABBRO;46.46;1.13;12.4;;6.89;6.36;0.17;0.25;2.8;0.13
S01826;RHYOLITE;76.66;0.12;10.87;2.41;2.27;0.18;0.078;2.21;3.27;0.02
S01827;RHYOLITE;72.19;0.2;11.68;3.4;2.19;0.65;0.08;3.24;3.58;0.03
S01828;RHYOLITE;78.65;0.18;11.23;1.33;0.22;0.16;0.017;5.46;2.39;0.03
S01829;BASALT;51.09;2.02;16.22;8.41;6.02;3;0.12;0.49;6.2;0.52
S01830;RHYOLITE;80.2;0.145;9.73;2.15;1.03;0.42;0.08;1.9;2.67;0.04
S01831;RHYOLITE;82.4;0.145;9.45;0.91;0.82;0.2;0.05;1.92;3.36;0.03
S01832;RHYOLITE;83.2;0.081;9.61;;0.46;0.23;0.04;0.7;4.74;0.03
S01833;RHYOLITE;80.6;0.059;8.71;;1.8;0.27;0.12;2.23;0.76;0.2
S01834;RHYOLITE;80.8;0.105;10.4;;0.16;0.11;0.03;1.91;5.18;0.02
S01835;RHYOLITE;80.9;0.109;10.4;;0.09;0.18;0.02;4.34;3.15;0.03
S01836;RHYOLITE;80.9;0.076;9.41;;0.23;0.76;0;2.08;0.27;0
S01837;RHYOLITE;88.5;0.059;6.13;;0.02;0.54;0;1.35;0.16;0
S01838;RHYOLITE;76;0.07;10.9;;0.81;1.02;0.07;5.61;0.39;0.02
S01839;RHYOLITE;78.8;0.11;9.67;;1.92;1.5;0.05;2.45;0.38;0.04
S01840;GABBRO;44.3;0.07;7.36;8.7;3.29;25.9;0.09;0.03;0.09;0.02
S01841;GABBRO;40.7;0.05;9.89;9.27;5.82;24.6;0.14;0.01;0.17;0.02
S01842;GABBRO;40.3;0.07;21.7;5.68;11.8;13.2;0.1;0.06;0.64;0.02
S01843;GABBRO;38.1;0.04;15;8.15;8.26;20.8;0.13;0.05;0.19;0.02
S01844;GABBRO;48.1;0.14;20.3;6.37;11.3;8.61;0.16;0.33;1.52;0.02
S01845;GABBRO;41.6;0.06;21.4;5.98;10.9;12.7;0.09;0.21;1.01;0.01
S01846;GABBRO;49.9;0.18;14.9;5.75;14.3;10.7;0.12;0.09;1.19;0.02
S01847;GABBRO;49.7;0.18;15.8;5.44;14.1;10.1;0.11;0.25;1.48;0.02
S01848;GABBRO;43.6;0.08;23.6;4.91;12.2;9.25;0.08;0.03;1.18;0.02
S01849;GABBRO;42.9;0.09;20.8;5.45;11.1;12.9;0.09;0.1;1.27;0.02
S01850;GABBRO;41.8;0.11;17;7.41;9.08;17.2;0.11;0.15;0.87;0.02
S01851;GABBRO;43;0.09;20.3;5.78;10.6;14;0.09;0.11;1.27;0.02
S01852;GABBRO;41;0.09;21;4.87;10.7;12.1;0.08;0.16;0.86;0.02
S01853;GABBRO;48;0.28;16.8;7.34;8.44;10.3;0.15;0.25;3.09;0.02
S01854;GABBRO;47.8;0.55;15.2;9.81;10.1;8.74;0.19;0.2;2.44;0.02
S01855;GABBRO;48.8;0.43;15.25;8.97;11.8;8.96;0.18;0.3;1.54;0.01
S01856;GABBRO;49.5;1.16;15.6;9.99;8.9;7.37;0.16;0.12;2.29;0.04
S01857;GABBRO;48.9;1.46;16.9;8.29;11.5;6.04;0.12;0.19;2.51;0.02
S01858;GABBRO;49.8;0.26;15.4;8.94;11.2;8.49;0.18;0.19;1.64;0.01
S01859;GABBRO;50.3;0.21;16.5;8.36;9.24;8;0.18;0.41;2.53;0.02
S01860;GABBRO;50.1;0.14;19.1;7.27;10.7;6.14;0.16;0.12;2.51;0.02
S01861;GABBRO;49.6;1.11;14.2;11.52;12.1;7.79;0.21;0.1;1.9;0.13
S01862;GABBRO;44.6;2.29;13.7;15.57;11.1;6.6;0.21;0.11;1.65;0.02
S01863;GABBRO;48.3;0.76;19.87;8.59;10.64;5.33;0.15;0.18;2.17;0.06
S01864;GABBRO;46.8;0.38;22.5;6.87;11;6.02;0.1;0.55;3.17;0.05
S01865;GABBRO;43.6;0.53;11.4;15.77;8.02;14;0.21;0.05;0.79;0.05
S01866;GABBRO;41.9;0.78;9.37;17.55;7.84;15.2;0.28;0.03;0.12;0.05
S01867;GABBRO;47.8;0.77;15.3;0.48;8.46;8.33;0.09;0.23;2.47;0.02
S01868;GABBRO;50.1;1.08;14.6;11.3;1.02;6.32;0.17;0.63;1.78;0.17
S01869;GABBRO;40.7;3.2;11.57;22.04;7.58;6.25;0.22;0.44;0.81;0.1
S01870;GABBRO;49.2;0.56;17.47;10.03;11.26;5.29;0.12;0.32;2.44;0.1
S01871;GABBRO;47.4;0.92;16;12.06;7.01;8.11;0.21;2.36;1.15;0.09
S01872;GABBRO;46.9;0.9;16;11.97;9.81;8.09;0.2;0.34;1.78;0.09
S01873;GABBRO;47.3;0.93;15.7;12.69;9.64;7.49;0.2;0.18;1.78;0.09
S01874;GABBRO;46.7;0.88;15.6;11.79;9.93;7.98;0.19;0.33;1.28;0.09
S01875;GABBRO;49.7;1.01;14.4;11.97;8.87;6.89;0.21;0.19;1.55;0.09
S01876;ANDESITE;59.13;0.72;16.93;7.05;5.84;5.24;0.11;0.26;4.11;0.16
S01877;BASALT;43.51;1.13;23.99;9.57;15.67;3.49;0.21;0;1.31;0.05
S01878;BASALT;51.24;1.82;13.25;13.71;10.75;5.11;0.31;0.24;1.85;0.2
S01879;ANDESITE;56.69;1.04;16.74;6.98;11.09;2.82;0.14;0.64;2.84;0.23
S01880;BASALT;48.9;1.35;13.68;14.97;11.13;5.99;0.22;0.13;1.85;0.1
S01881;ANDESITE;62.03;1.04;13.13;13.34;0.62;6.33;0.18;1.48;0.14;0.23
S01882;BASALT;50.06;1.72;13.97;14.86;7.89;6.37;0.22;0.06;3.04;0.15
S01883;ANDESITE;58.85;1.13;15.45;8.33;5.42;4.49;0.15;0.47;4.62;0.15
S01884;BASALT;49.53;1.32;16.18;10.27;10;7.9;0.17;2.64;0.55;0.3
S01885;KOMATIITE;43.83;0.53;10.51;11.43;9.44;17.91;0.18;0.1;1.51;0.04
S01886;KOMATIITE;46.47;0.4929;10.25;10.72;9.21;17.56;0.1811;0.08;1.418;0.042
S01887;KOMATIITE;42.65;0.5673;11.78;10.82;7.45;20.18;0.1423;0.06;0.873;0.051
S01888;KOMATIITE;44.53;0.5227;9.81;11.03;7.91;19.8;0.1735;0.07;0.796;0.027
S01889;KOMATIITE;45.51;0.4927;9.33;10.92;9.19;19.01;0.193;0.05;0.885;0.025
S01890;KOMATIITE;44.89;0.5045;10.54;11.36;8.59;18.66;0.1837;0.07;1.222;0.033
S01891;KOMATIITE;45.27;0.5022;10.26;11.13;8.79;18.36;0.1775;0.08;1.284;0.035
S01892;KOMATIITE;45.83;0.4774;9.73;11.2;8.61;18.75;0.1807;0.08;1.205;0.03
S01893;KOMATIITE;45.35;0.4898;10.11;11.02;8.44;18.69;0.1676;0.15;1.246;0.036
S01894;KOMATIITE;45.59;0.4769;9.86;11.15;8.08;19.35;0.1744;0.13;1.077;0.035
S01895;KOMATIITE;46.25;0.4642;9.12;11.14;8.16;19.63;0.1793;0.07;0.961;0.04
S01896;KOMATIITE;45.97;0.4997;9.94;11.22;8.38;18.6;0.1715;0.22;1.295;0.039
S01897;KOMATIITE;45.37;0.4792;9.52;10.85;7.63;19.69;0.1757;0.06;1.031;0.033
S01898;KOMATIITE;45.49;0.7128;10.48;13.16;9.76;15.61;0.2919;0.15;1.219;0.049
S01899;GABBRO;52.97;1.718;14.44;3.03;13.33;7.1;0.0631;0.3;4.274;0.139
S01900;GABBRO;46.9;0.9343;11.35;8.65;16.62;11.8;0.151;0.11;1.124;0.042
S01901;GABBRO;48.37;0.8219;13.1;8.59;11.95;12.29;0.1421;0.71;1.999;0.032
S01902;KOMATIITE;44.57;0.5964;8.25;11.69;8.32;20.1;0.1858;0.03;0.101;0.058
S01903;KOMATIITE;45.13;0.7948;8.34;9.18;9.53;20.29;0.2411;0.4;0.474;0.668
S01904;KOMATIITE;41.69;0.19;3.08;9.44;3.76;33.64;0.13;0.02;0.02;0.02
S01905;KOMATIITE;43.71;0.3085;6.17;10.15;7.03;25.12;0.1291;0.02;0.051;0.024
S01906;KOMATIITE;42.83;0.3261;6.11;12.62;6.02;25.05;0.1536;0.01;0.032;0.035
S01907;KOMATIITE;49.56;0.1603;2.79;6.29;5.78;28.79;0.1153;0.03;0.041;0.013
S01908;KOMATIITE;42.93;0.3933;6.43;9.49;4.27;28.26;0.1506;0.01;0.03;0.025
S01909;KOMATIITE;44.42;0.4617;8.82;10.53;5.51;23.41;0.1702;0.04;0.23;0.033
S01910;KOMATIITE;45.63;0.3703;7.37;9.63;6.15;24.08;0.1403;0.05;0.15;0.042
S01911;KOMATIITE;46.63;0.3126;5.96;8.75;7.96;24.16;0.1434;0.02;0.152;0.03
S01912;KOMATIITE;48.24;0.2599;5.62;9.03;7.35;23.66;0.1396;0.02;0.12;0.026
S01913;KOMATIITE;48.52;0.3386;7.11;9.39;7.22;22.15;0.1478;0.03;0.439;0.039
S01914;KOMATIITE;43.92;0.4325;8.75;10.75;6.89;22.42;0.1625;0.03;0.257;0.038
S01915;KOMATIITE;43.63;0.4246;8.72;10.65;6.61;22.86;0.1552;0.02;0.189;0.038
S01916;KOMATIITE;45.43;0.3797;7.58;9.49;6.49;23.82;0.157;0.01;0.101;0.033
S01917;KOMATIITE;45.71;0.3279;6.55;9.33;6.04;24.92;0.141;0.01;0.065;0.033
S01918;KOMATIITE;47.73;0.3478;5.58;9.28;5.98;24.77;0.1542;0.01;0.062;0.027
S01919;KOMATIITE;47.8;0.2764;6.45;9;7.18;23.34;0.1446;0.02;0.153;0.038
S01920;KOMATIITE;39.03;0.1606;2.56;9.06;0.63;36.28;0.0436;0.01;0;0.02
S01921;KOMATIITE;41.24;0.1157;1.74;10.18;1.52;34.31;0.0879;0.02;0;0.015
S01922;KOMATIITE;41.65;0.1887;3.54;7.18;2.31;32.51;0.1043;0.01;0.006;0.018
S01923;KOMATIITE;40.03;0.2098;3.04;9.39;0.97;35;0.1201;0.05;0;0.024
S01924;KOMATIITE;38.58;0.232;3.74;11;2.77;32.38;0.152;0.01;0.038;0.024
S01925;KOMATIITE;40.06;0.2143;3.02;9.05;3.11;33.07;0.1187;0.02;0.049;0.024
S01926;KOMATIITE;39.09;0.2448;3.96;11.55;3.06;32.11;0.1335;0.05;0.033;0.028
S01927;KOMATIITE;39.44;0.3182;5.78;10.31;7.11;25.75;0.135;0.03;0.092;0.031
S01928;KOMATIITE;42.7;0.3434;6.81;10.1;6.25;26.03;0.1535;0.04;0.197;0.03
S01929;BASALT;49.28;1.77;13.1;15.24;9.69;5.57;0.23;0.34;1.22;0.14
S01930;BASALT;49.87;0.58;12.88;9.54;9.4;8.98;0.19;0.12;1.11;0.05
S01931;BASALT;52.35;0.74;15.69;9.27;7.7;6.3;0.17;0.14;2.15;0.05
S01932;BASALT;50.03;0.76;14.5;10.76;10.89;8.07;0.2;0.32;0.95;0.06
S01933;ANDESITE;55.87;0.67;13.46;10.36;5.94;6.84;0.25;0.03;0;0.07
S01934;BASALT;51.36;0.54;11.23;9.29;14.26;8.23;0.2;0.12;0.89;0.05
S01935;BASALT;48.14;0.79;15.09;10.77;0.12;15.18;0.03;0.04;0.04;0.06
S01936;BASALT;46.74;0.63;8.87;13.45;4.56;16.92;0.15;0.13;0.59;0.04
S01937;BASALT;49.27;0.5;14.34;16.73;1.14;8.09;0.12;0.52;0.05;0.01
S01938;BASALT;47.63;0.25;8.16;8.57;8.44;9.74;0.16;0.02;1.94;0.02
S01939;BASALT;50.25;0.69;8.5;8.07;8.98;7.4;0.18;0.21;0;0.05
S01940;BASALT;45.74;0.6;11.58;10.84;10.47;4.36;0.2;0.45;2.35;0.05
S01941;BASALT;52.04;0.64;13.01;5.96;7.29;6.91;0.17;0.12;3.69;0.05
S01942;BASALT;46.78;0.75;14.39;;13.8;8;;;1.78;0.01
S01943;BASALT;47.29;0.91;13.31;;13.83;5;;0.02;1.81;
S01944;BASALT;48.47;0.96;14.76;;11.46;5.34;;0.13;1.53;0.1
S01945;BASALT;48.98;1;14.89;;8.81;7.47;;0.45;2.97;0.1
S01946;BASALT;49.8;0.74;12.59;;6.46;11.92;;0.37;2.73;0.05
S01947;BASALT;49.2;0.75;12.83;;7.64;10.92;;0.45;3.45;0.07
S01948;BASALT;50.41;0.96;14.76;;7.75;7.13;;0.25;2.51;0.1
S01949;BASALT;51.81;1.54;14.83;;7.55;3.91;;0.23;3.45;0.42
S01950;ANDESITE;51.9;0.75;13.91;;6.89;7.18;;0.09;3.39;0.03
S01951;ANDESITE;52.48;0.64;14.02;;9;5.95;;0.31;2.01;0.05
S01952;ANDESITE;54.72;0.75;14.85;;8.62;4.3;;0.15;3.13;0.02
S01953;ANDESITE;54.95;0.74;16.97;;13.49;3.55;;;0.15;0.18
S01954;KOMATIITE;45.11;0.44;8.96;11.62;8.87;21.9;0.22;0.06;0.64;0.06
S01955;KOMATIITE;45.84;0.41;8.35;11.04;8.58;22.47;0.22;0.16;0.92;0.06
S01956;BASALT;49.28;1.77;13.1;15.24;9.69;5.57;0.23;0.34;1.22;0.14
S01957;BASALT;49.87;0.58;12.88;9.54;9.4;8.98;0.19;0.12;1.11;0.05
S01958;BASALT;52.35;0.74;15.69;9.27;7.7;6.3;0.17;0.14;2.15;0.05
S01959;BASALT;50.03;0.76;14.5;10.76;10.89;8.07;0.2;0.32;0.95;0.06
S01960;ANDESITE;55.87;0.67;13.46;10.36;5.94;6.84;0.25;0.03;0;0.07
S01961;BASALT;51.36;0.54;11.23;9.29;14.26;8.23;0.2;0.12;0.89;0.05
S01962;BASALT;48.14;0.79;15.09;10.77;0.12;15.18;0.03;0.04;0.04;0.06
S01963;BASALT;46.74;0.63;8.87;13.45;4.56;16.92;0.15;0.13;0.59;0.04
S01964;BASALT;49.27;0.5;14.34;16.73;1.14;8.09;0.12;0.52;0.05;0.01
S01965;BASALT;47.63;0.25;8.16;8.57;8.44;9.74;0.16;0.02;1.94;0.02
S01966;BASALT;50.25;0.69;8.5;8.07;8.98;7.4;0.18;0.21;0;0.05
S01967;BASALT;45.74;0.6;11.58;10.84;10.47;4.36;0.2;0.45;2.35;0.05
S01968;BASALT;52.04;0.64;13.01;5.96;7.29;6.91;0.17;0.12;3.69;0.05
S01969;BASALT;51.11;0.45;14.75;10;7.56;12.9;0.25;1.39;1.42;0.04
S01970;KOMATIITE;41.76;0.19;1.5;7.81;1.03;37.5;0.29;0;0;0
S01971;KOMATIITE;45.57;0.24;5.37;11.9;4.52;30.7;0.19;0.11;0.09;0
S01972;KOMATIITE;45.09;0.16;3.73;8.28;2.19;39.8;0.1;0.02;0;0
S01973;KOMATIITE;44.21;0.23;5.23;13.2;4.2;31.8;0.2;0.07;0.2;0.03
S01974;BASALT;52.08;0.62;11.94;10.9;8.42;13;0.18;0.01;2.61;
S01975;BASALT;54.06;0.3;9.89;6.8;10.33;15.9;0.19;1.6;0.61;0.05
S01976;KOMATIITE;46.52;0.37;7.24;;5.74;29.07;0.17;0;0.05;
S01977;KOMATIITE;46.8;0.37;7.36;;6.42;28.24;0.17;0;0.09;0.05
S01978;KOMATIITE;46.57;0.43;8.14;;7.27;25.81;0.21;0.08;0.19;0.05
S01979;KOMATIITE;43.98;0.34;6.52;;8.34;29.99;0.2;0;0;0.05
S01980;KOMATIITE;40.79;0.04;0.08;7.58;0.23;50.46;0.11;0;0.01;
S01981;RHYOLITE;79.1;0.08;11.1;0.89;0.77;0.92;0;2.51;2.35;0
S01982;RHYOLITE;80.2;0.07;11.1;0.08;0.58;0.32;0;3;3.6;0
S01983;RHYOLITE;79.6;0.1;10.7;0.75;0.96;0.36;0.02;1.92;2.86;0
S01984;RHYOLITE;81.2;0.09;9.1;0.31;1.32;0.05;0.07;0.65;4.31;0
S01985;RHYOLITE;80.9;0.08;9.65;0.47;1.24;0.1;0.08;1.29;3.03;0
S01986;RHYOLITE;82.8;0.08;9.57;0.04;0.23;0;0;2.48;3.49;0
S01987;BASALT;45.7;1.6;4.8;16.56;7.8;19.9;0.3;0.51;0.25;0.13
S01988;BASALT;44.4;1.5;4.6;16.2;11.6;17.8;0.3;0.74;0.26;0.1
S01989;BASALT;51.2;0.9;15.4;11.88;10.2;7.7;0.2;0.22;1.29;0.07
S01990;BASALT;44.5;1.8;5.8;16.92;5.4;22.6;0.3;0.07;0.13;0.13
S01991;BASALT;45.3;1.6;3.7;16.11;8.3;19.6;0.4;0.03;0.34;0.09
S01992;BASALT;47.7;1.3;6.5;17.82;12.3;11;0.3;0.36;0.78;0.05
S01993;BASALT;50.6;1.32;15.2;11.79;8.2;3.4;0.29;0.42;2.59;0.156
S01994;BASALT;46.9;1.15;13.7;14.58;10.5;3.7;0.39;0.16;1.94;0.126
S01995;BASALT;47.4;1.16;13.6;13.95;9.1;4;0.36;0.65;2.04;0.126
S01996;BASALT;60.9;1.19;14.4;6.84;5.7;2.7;0.18;0.52;4.04;0.195
S01997;BASALT;53.2;1.39;14;11.25;7.7;3.7;0.26;0.31;2.22;0.186
S01998;BASALT;47.4;1.27;14.8;12.42;10.1;4.2;0.33;0.28;2.65;0.125
S01999;BASALT;50.7;1.26;14.6;10.89;8.9;3.3;0.3;0.3;2.98;0.125
S02000;BASALT;47.9;1.11;13.4;10.8;10.5;3.06;0.29;0.22;2.55;0.09
S02001;BASALT;47.8;1.11;13.3;10.89;10.5;3.07;0.29;0.23;2.55;0.08
S02002;BASALT;36.7;1.34;16.2;22.95;3.3;7.47;0.37;0.18;0.66;0.09
S02003;BASALT;37.16;1.37;16.11;22.76;3.34;7.51;0.39;0.17;0.64;0.09
S02004;BASALT;40.8;1.25;14.6;17.73;7;6.16;0.39;0.14;1.27;0.09
S02005;BASALT;42.9;1.08;12.6;16.47;9;4.88;0.37;0.22;0.85;0.07
S02006;BASALT;34;0.83;11.4;17.46;13;5;0.46;0.15;0.2;0.09
S02007;BASALT;66.6;0.2;6.65;15.3;2.4;2.57;0.07;0.07;0.12;0.07
S02008;BASALT;66.6;0.19;4.9;15.03;4.1;1.87;0.08;0.06;0.01;0.08
S02009;BASALT;74.9;0.1;2.51;10.26;4.8;0.9;0.08;0.06;0.14;0.05
S02010;BASALT;77.1;0.15;4.3;10.08;2.1;1.68;0.05;0.02;0.13;0.06
S02011;BASALT;79.2;0.12;3.3;7.92;3.2;1.23;0.07;0.06;0.13;0.05
S02012;BASALT;61.4;0.25;5.4;15.57;6.8;2.19;0.11;0.13;0.1;0.05
S02013;BASALT;77.3;0.33;5.2;9.27;1.5;2.12;0.08;0.08;0.11;0.05
S02014;BASALT;86;0.02;0.6;4.23;5.2;0.23;0.1;0.01;0.1;0.02
S02015;BASALT;87.5;0.01;0.5;5.67;3.1;0.19;0.06;0.01;0.12;0.01
S02016;BASALT;62.5;0.14;1.9;10.53;12.3;0.82;0.25;0.07;0.12;0.02
S02017;BASALT;48.77;0.26;9;23.93;3.73;3.73;0.13;0.06;0.01;0.1
S02018;BASALT;27.8;0.89;11.1;25.1;10.1;4.6;0.38;1.8;0.06;0.06
S02019;BASALT;24.5;1.04;12.2;29.15;9.2;5.4;0.41;1.24;0.11;0.14
S02020;BASALT;30.7;0.92;12.1;29.51;5.4;5.4;0.2;1.48;0.11;0.13
S02021;BASALT;59.3;0.92;11.4;14.04;1.2;2.9;0.04;2.15;0.85;0.12
S02022;BASALT;60.7;1.05;11.9;14.04;0.9;2.9;0.04;2.59;0.4;0.17
S02023;BASALT;57.2;0.94;11.7;18.36;0.3;3.9;0.05;1.4;0.12;0.1
S02024;BASALT;51.5;1.28;12.6;19.08;1.4;3.6;0.06;2.25;0.18;0.27
S02025;BASALT;57.8;0.79;10.7;19.53;0.2;4.2;0.05;0.56;0.02;0.1
S02026;BASALT;55.7;0.96;11.2;17.01;1.4;3.6;0.05;1.53;0.5;0.12
S02027;BASALT;56.5;0.96;11.4;17.82;1.5;3.5;0.06;1.62;0.52;0.13
S02028;BASALT;60.2;1.25;12.4;7.74;4.03;2;0.07;4.12;1.73;0.09
S02029;BASALT;61.9;1.3;12.9;8.73;2.3;2.2;0.06;4.2;1.72;0.14
S02030;BASALT;62.4;1.27;12.6;8.64;2.29;2.2;0.06;4.2;1.65;0.14
S02031;BASALT;37.3;1.41;16.5;23.13;3.35;7.6;0.38;0.12;0.74;0.1
S02032;BASALT;57.2;0.96;10.8;18.09;0.8;3.6;0.05;1.72;0.13;0.1
S02033;BASALT;56.9;0.94;11.9;16.74;0.48;3.7;0.04;1.92;0.13;0.16
S02034;BASALT;50.4;0.97;12.5;22.95;0.27;4.5;0.06;0.66;0.09;0.16
S02035;BASALT;60.2;0.98;11;11.34;3.7;2.1;0.06;2.12;2.02;0.12
S02036;BASALT;62.3;0.88;9.6;15.48;0.5;3.6;0.05;1.17;0.03;0.08
S02037;BASALT;55.2;1;12.1;18.36;0.6;3.8;0.05;2.12;0.12;0.18
S02038;BASALT;50.89;0.76;13.66;10.86;8.74;7.32;0.18;0.06;3.46;0.06
S02039;BASALT;50.19;0.76;14.52;11.03;7.21;8.23;0.18;0.04;4.05;0.06
S02040;BASALT;49.87;0.73;13.48;10.69;10.67;8.14;0.17;0.03;2.8;0.05
S02041;BASALT;49.85;0.74;13.77;10.62;10.77;7.83;0.17;0.03;2.87;0.06
S02042;BASALT;52.94;1.11;12.52;10.52;7.12;7.68;0.17;0.02;4.52;0.08
S02043;KOMATIITE;48.24;0.8;8.76;11.24;8.61;15.73;0.18;0.01;1.44;0.06
S02044;KOMATIITE;47.13;0.83;9.26;11.42;9.34;15.71;0.19;0.02;1.12;0.05
S02045;KOMATIITE;48.22;0.86;9.3;11.41;9.13;14.61;0.17;0.05;1.84;0.06
S02046;KOMATIITE;40.7;0.24;5.07;7.98;4.76;31.5;0.19;0.03;0.08;0.02
S02047;KOMATIITE;39.58;0.14;3.11;7.02;0.7;37.13;0.15;0.02;0.01;0.02
S02048;KOMATIITE;39.07;0.16;2.97;7.43;0.49;37.07;0.16;0.02;0.02;0.02
S02049;KOMATIITE;39.14;0.15;3.28;7.81;1.94;36.76;0.1;0.04;0.03;0.02
S02050;BASALT;52.01;1.36;14.71;8.93;8.57;4.71;0.25;0.34;3.67;0.22
S02051;BASALT;56.31;1.59;16.44;8.18;3.64;5.09;0.18;0.48;4.7;0.24
S02052;BASALT;54.23;1.28;15.2;9.29;3.94;5.15;0.25;0.13;4.99;0.2
S02053;BASALT;54.97;1.37;16.31;7.53;4.81;3.48;0.15;0.08;7.44;0.23
S02054;BASALT;49.54;0.67;12.63;10.73;7.59;11.66;0.17;0.03;3.48;0.05
S02055;KOMATIITE;44.31;0.53;10.01;10.87;7.18;20.57;0.18;0.02;0.42;0.05
S02056;KOMATIITE;46.76;0.55;10.49;10.74;7.62;16.93;0.19;0.04;1.58;0.05
S02057;KOMATIITE;49.03;0.56;11.32;9.61;7.85;14.94;0.16;0.04;2.44;0.06
S02058;KOMATIITE;43.35;0.48;9.47;10.54;7.59;21.13;0.17;0.01;0.16;0.04
S02059;KOMATIITE;45.56;0.7;7.86;11.62;9.73;18.12;0.18;0.01;0.36;0.05
S02060;KOMATIITE;45.22;0.72;8.16;11.94;9.17;19.23;0.19;0.02;0.15;0.06
S02061;KOMATIITE;47.26;0.84;9.38;11.73;8.78;15.15;0.18;0.08;1.5;0.07
S02062;KOMATIITE;46.95;0.88;9.99;11.78;8.96;14.41;0.18;0.06;2.08;0.07
S02063;KOMATIITE;45.49;0.83;7.87;12.57;8.38;17.92;0.22;0.03;0.56;0.05
S02064;BASALT;46.35;0.99;5.62;;9.25;19.61;0.27;0.05;0.32;0.03
S02065;BASALT;39.89;1.52;7.78;;18.78;9;0.33;0.61;1.53;0.12
S02066;BASALT;48.16;0.75;12.64;;11.6;9.22;0.22;0.28;2.38;0.07
S02067;BASALT;47.44;0.82;14.93;;13.81;6.58;0.23;0.42;1.78;0.05
S02068;KOMATIITE;47.17;0.64;10.72;12.13;5.96;21.2;0.18;0;0.61;0.05
S02069;KOMATIITE;44.61;0.62;10.39;12.66;6.83;23.12;0.19;0;0.13;0.05
S02070;KOMATIITE;43.21;0.2;5.25;12.36;2.75;34.57;0.2;0;0.1;0
S02071;KOMATIITE;44.84;0.37;6.83;12.41;5.98;27.69;0.18;0.07;0.22;0.03
S02072;KOMATIITE;44.13;0.2;4.79;11.99;3.19;34.11;0.21;0;0.08;0
S02073;KOMATIITE;46.29;0.32;6.67;11.2;6.14;27.73;0.19;0.04;0.19;0
S02074;KOMATIITE;46.36;0.37;6.64;9.29;5.33;30.65;0.18;0;0.15;0.02
S02075;KOMATIITE;44.91;0.26;5.58;10.78;4.18;32.83;0.19;0;0.1;0
S02076;KOMATIITE;45.9;0.34;6.7;9.98;5.73;29.98;0.18;0;0.11;0
S02077;KOMATIITE;47.4;0.34;6.09;9.21;5.83;29.76;0.17;0.02;0.17;0
S02078;KOMATIITE;48.24;0.56;7.38;12.5;9.23;20.05;0.3;0.07;0.22;0.05
S02079;KOMATIITE;49.37;0.52;8.48;12.06;10.35;15.93;0.28;0.01;1.6;0.05
